category_scores,hotkey,last_submit,screener_passed,status,total_score
"{'Easy': -3.075342353056171, 'Medium': -3.243868089535427, 'Hard': -0.9074062348378522}",5E9bq9a7NnpabkAw81HtLyki4Bxf2CYPyi4su1TYbn9ZhQ32,2026-06-11T22:03:56.986951Z,True,scored,-2.395542823264891
"{'Easy': -3.0183383073903864, 'Medium': -3.2065177387725377, 'Hard': -1.0625311332729384}",5FnnByy5Z1giEGNutEMt8BdvD5LLXs4QbYnHgMR8WD6p9RvF,2026-06-11T22:04:21.210346Z,True,scored,-2.417344874860387
"{'Easy': -2.826219406132497, 'Medium': -3.3012152674174926, 'Hard': -1.4117647058823528}",5EP1eurVw3QWQX617GMt12cmZ1E4RV948Lyjsz1UbDrAKEj6,2026-06-13T20:39:50.059100Z,True,scored,-2.5068034008843454
"{'Easy': -2.9504390434605954, 'Medium': -3.3111901853064283, 'Hard': -1.294783339694824}",5FXJhNMzegEh3HpGVCzJfQBTmjbi4e5EnQHFMVw8eWxiiMfB,2026-06-09T16:39:00.903957Z,True,scored,-2.510171492407819
"{'Easy': -2.8882120566504383, 'Medium': -3.313645699728882, 'Hard': -1.4117647058823528}",5Cck2JNmqwxE4ASv8qcrEJp9YCnrSp5cVYRaFKVMRF3Ciu8a,2026-06-13T13:27:35.786206Z,True,scored,-2.530867396035959
"{'Easy': -3.082024715219636, 'Medium': -3.312371362200974, 'Hard': -1.4117647058823528}",5EqFgCwpUTfADEG2ecFFgoVNSyVMtEMZ2g8MFhoamVAczcoZ,2026-06-13T14:21:55.266155Z,True,scored,-2.5924541720186145
"{'Easy': -4, 'Medium': -1.5561292837507046, 'Hard': -3.0079548306078587}",5DWdSTwgy8tTGr4JsKZ1vGtQ92koumw7kysJSdAv28qZ3rCX,2026-06-08T22:01:13.830977Z,True,scored,-3.023666111287392
"{'Easy': -4, 'Medium': -1.2031869808115747, 'Hard': -3.117169327726975}",5EbZpQ6XSsdRoUavAuLn3GqrGBLNLxAw2piyjzf7JRGHKjTK,2026-06-09T20:20:54.186164Z,True,scored,-3.062440441997903
"{'Easy': -3.8330973731074116, 'Medium': -4}",5GZKZ2p64m7zgJKNnrkoyXB7uu8X5ZHzx7MgKTT8deNPiWVu,2026-06-11T16:43:56.203305Z,False,not qualified,-3.0922038742989217
"{'Easy': -3.756154212240337, 'Medium': -4}",5Co47RKd5pXVh3DAYfjb3XqmZndMuHhh9VbkY6ABcAMpFSNG,2026-06-11T21:22:21.020689Z,False,not qualified,-3.8049233697922693
"{'Easy': -4, 'Medium': -3.6181599420897363, 'Hard': -3.023880155207063}",5CJPqSg5wGWVwsvNrtQgtrxzRzNXhXWjbfF1pBsgreLz53eG,2026-06-09T09:45:45.778448Z,True,scored,-4
"{'Easy': -4, 'Medium': -4, 'Hard': -4}",5HdKbY59t83KsSZxY9kmf2EBrRCrzMwVvkq6P2MQJstkWpYz,2026-06-11T16:44:02.051957Z,True,scored,-4
"{'Easy': -4, 'Medium': -4}",5CM9dr1SZcrhQSgoUgHEAbwGY4SjmVyr4KVS9xT1BNEgkm8D,2026-06-08T18:23:49.755308Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5DAnjvxyGvnxoB7jQgLJwK9RtGemyEyxndS1k8xi3D241SGH,2026-06-10T15:50:47.652007Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5DhqqkHfbjCikxzuYK3AsoFEszxK6AzWyigN8sFCba7YW4sN,2026-06-10T14:18:37.102988Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5DvZs56KL9hNhtzRDDCwfyURFMKn2wuDdhCdHoT9F8SRrqKB,2026-06-10T14:48:22.761178Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -1.2120309889220446}",5Dz3TdZaDPuaGbqqnPZSwKThq4RziX2Kwb1qKXj67rzeT4sp,2026-06-10T20:30:21.102342Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5EKyJnbyNSa9hN6fHEdwUrisGvZMUfi1uxAgppwCQBVpyDrp,2026-06-16T00:41:14.238524Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5Ek4cQRMaB7XtiqWHhAocWRBqbZLA6vxztvatFDc4vMbDudB,2026-06-09T23:14:06.748646Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5F2Bru22C1Kzk4stsE6g3onSMSfX92Higx43PG3naq7Tocgz,2026-06-09T23:54:39.089225Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5F4doUpga5SZvXy4Rj1yMkL64zDdEPMZR5QLstT52Xq5oBcN,2026-06-09T15:40:59.538047Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5FBfdE5qHwhMwzRUG2LMYeKzH1vUWhM5kfjxmcfgeXeymc2g,2026-06-10T04:47:55.732132Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5FNMwjex4hAKUMe9ocRpD1JjnHpygr5LSMrchytoWrjgn3fw,2026-06-08T23:49:05.488097Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5Fes4VF4z6mE8KbZQMpHS91cF7epRYkwFwCK9NcY1bzE7vKG,2026-06-11T14:59:25.820551Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5FmnEhXo6eyYDsrd9nhfqrpYDd3Sn6YxuDbUBA5DUgmrWdnU,2026-06-11T14:08:32.585724Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5FpY8hCUtsuuwzecVVZmX3R4woeSVgB68SSSj8HY4F9dFg1g,2026-06-09T20:43:14.643372Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5FsGpqGKsxyQ8Vyev9WzFgeq5APmFRfkzDDkEX5R3zPCn9xU,2026-06-08T19:42:33.671996Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5G1UeLtFbPNJjqXgQ5Mxr5NprQBbV3WPSsXZrpSFvqfL9f8U,2026-06-10T23:35:07.404329Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5G6s5fvnRmHbQK5jUmbqpGiWzE2KtxMGs59yqQGSkFDr3H8V,2026-06-12T17:14:59.451416Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5G9KoxxYq3AJHU2SkVRjJMs3P1N7EPH8KjNSt5SzJZYG1GtC,2026-06-10T13:30:47.392288Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5GToPcDxzRdjQivcoc6j8LV19ESREESo7dMr9CpBnDMtLk1a,2026-06-10T00:16:56.918050Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5GgJnNqE7BhBgvSMDMo236UjxBEHG4vMJJ4QNGrjTQDPQnhM,2026-06-09T20:31:46.169840Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5GjMnovtmZz5cjasUG1Mope2zWeoHMgXYL7sV3CtykRodo4L,2026-06-11T06:12:18.166659Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5Gk7VXQM6itJH8AFTvYa4ZgWwRQF3SkP1KaMrXNMFF5wpfGn,2026-06-11T16:42:07.151722Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5HdTr7PisVFCpuAALrNiQcaYx4cxF545ywSWYboJv6j5gYiD,2026-06-15T02:44:05.444965Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5HdofXFGv4XMbpT3NdwhEAa2H7utsXEijkzp8drX8rWkRqQD,2026-06-08T18:17:35.013392Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5HgzWVGvoCz431PKrA9Q2yaSYY3A1WriLzLcyt9gKUnieKYf,2026-06-11T08:15:09.930392Z,False,not qualified,-4
"{'Easy': -4, 'Medium': -4}",5Hn9ZNbvRFeF7dNgtkRNnzrxMxgZgXv63MLJvCwVVrQ2rBt8,2026-06-09T16:37:41.546266Z,False,not qualified,-4
,5CnziaBadcD5kVtSPMGqe4fMHHfkXeDweEtBWN3ry7C3RBiT,2026-06-16T17:53:13.663900Z,False,in queue,
,5D1oZVfHw8BCukUMFFpGegcQjxiJYZsvVBYgLpezmARRZzco,2026-06-16T16:08:58.222046Z,False,in queue,
,5DFvymSeEwuGdHzYQqTnrGYXQX6x89AS9V2mv7sBtQBcEKmS,2026-06-16T19:14:15.174596Z,False,in queue,
,5DaGJ4K7cYo2G6azsdSwWabnTqovsQ1e3NZnBkpvSUJhNKAL,2026-06-16T16:08:30.882240Z,False,in queue,
,5EF8nHthtDV3woo6oK2rNk3vGJ8ag6X1fzPMJuLhAZAMjmtc,2026-06-16T23:15:04.977235Z,False,in queue,
,5EeV9B2XmLTE5E8ynpFN4D6Q2HS2TxywnARKTYJFfYqT4AZF,2026-06-16T23:02:17.298324Z,False,in queue,
,5EkCiYX2M39wytrXyHxi2ZVKmEDyjKqSyeYGMNQ32HJVEAkA,2026-06-16T19:54:19.630141Z,False,in queue,
,5EqTAW8cnc5FYbWz27RoU4tNxirRLLG5RVjhnL9xtDUBdGPg,2026-06-16T20:46:30.256047Z,False,in queue,
,5F9YQUrmJzRWr8RCmu7Y29fDk9h3NRqRK7GmihKdsMQo27tE,2026-06-16T23:35:50.258094Z,False,in queue,
,5FxZizynNryfbK115oPGuc1NsdZS49rz9ay6VNVfFfMnbSgP,2026-06-16T19:22:48.407067Z,False,in queue,
,5GQevo9beEAVLz9Ub3guvGrtkf5oZSsxNbmdo6B8fV7mPtp4,2026-06-16T20:35:58.683388Z,False,in queue,
,5GQow1vgRLzTtBdQDsCah1NnkRY85fPLnAGhpJ7HDNSnnstK,2026-06-16T16:09:05.963894Z,False,in queue,
,5GsnC1vdzMM4FbAwEWmPaDxsQHne9dPVGiycEnapmgGR4Fjy,2026-06-16T19:58:02.456343Z,False,in queue,
,5GuKUq7zQ6LUcNuKqb521WNNBjgEHopRsUXoXzTPAodjhhzc,2026-06-16T17:06:30.426174Z,False,in queue,
,5HZ3rJu1Cbd8zz7Qnj59rr826ux9YK983GiJMAgy2yrksP1P,2026-06-16T19:50:08.294431Z,False,in queue,
,5GYPPzxC19E3LZrqa57hEnQ2zqAKFxHSegovXSTTGZkPoaN5,2026-06-13T19:49:11.346328Z,,no api key,
