name,hotkey,task_id,task_name,is_screener,pass_without,pass_with,tokens_without,tokens_with,comp_ratio,platform_score,run_count
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,222,django__django-15499,False,True,True,884630,436858.4,2.025,1.3465036933612928,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,223,django__django-11133,False,True,True,1133375,448590.4,2.527,1.4000068022211711,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,224,django__django-15569,False,True,True,1827000,339536.8,5.381,1.743815351390976,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,225,django__django-11239,False,True,False,432782,337825.8,1.281,-0.5300778718402052,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,226,django__django-15851,False,True,True,439968,404600.8,1.087,0.09174556178672955,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,227,django__django-11299,False,False,True,917488,713291.4,1.286,2.603775578229466,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,228,django__django-15863,True,True,True,574499,1067241,0.538,-0.08604963698991903,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,229,django__django-11490,False,False,False,1021877,640038.2,1.597,0.01625243097386427,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,230,django__django-15930,False,False,False,713141,833493.6,0.856,0.6949786558192543,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,231,django__django-11555,False,False,False,2033013,594126.4,3.422,-1.5206686348382643,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,232,django__django-16100,False,True,True,664367,322017.8,2.063,2.3715395088008115,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,233,django__django-11603,False,True,True,782437,411377,1.902,1.9050094854187616,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,234,django__django-16139,True,True,True,542683,381108.6,1.424,0.1485860730182767,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,235,django__django-11951,False,True,True,1041765,456869.2,2.28,1.4258798069603893,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,236,django__django-16255,False,True,True,647943,247655.6,2.616,1.4752312278840645,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,237,django__django-12308,False,False,False,1797234,489843.6,3.669,0.17862338219383925,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,238,sympy__sympy-15017,False,True,True,1129225,554794.8,2.035,1.3577918047211723,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,239,django__django-12419,False,True,True,1493751,255711,5.842,1.9449721911112896,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,240,sympy__sympy-15345,False,False,False,756373,384722.8,1.966,0.046206415913710094,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,241,django__django-13363,False,True,True,1122536,338699,3.314,2.775366421245061,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,242,sympy__sympy-15809,False,True,True,707107,354420.8,1.995,1.3439069639699472,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,243,django__django-13417,False,True,True,1358706,612739,2.217,0.9259282574010559,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,244,sympy__sympy-15875,False,False,False,705372,382836.2,1.842,-0.6353528426234021,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,245,django__django-13741,False,True,True,673863,358174.2,1.881,1.2435669412966355,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,246,sympy__sympy-16450,False,True,True,1150220,404298.2,2.845,1.961593814271368,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,247,django__django-13821,True,True,True,1344878,357120.6,3.766,1.6526764834390661,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,248,sympy__sympy-16766,False,True,False,1062450,634896.4,1.673,-3.1910519887681907,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,249,django__django-13933,False,True,True,1156016,458100.4,2.523,1.4598011650595732,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,250,sympy__sympy-17139,False,True,True,1230544,389480,3.159,2.758236854481063,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,251,django__django-14089,False,True,True,441256,379310.2,1.163,1.057498444786113,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,252,sympy__sympy-17655,False,True,True,1091029,501673.6,2.175,1.3747014536258584,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,253,django__django-14373,True,True,True,479159,461196.2,1.039,1.0410034699133512,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,254,sympy__sympy-19637,True,True,True,532579,314258.2,1.695,0.22697850919717708,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,255,django__django-14493,False,True,True,603445,311037.8,1.94,0.547913396156385,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,256,sympy__sympy-19954,False,True,True,2404963,345593.8,6.959,0.9230402903167082,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,257,django__django-14539,False,False,False,2017063,904071.4,2.231,-1.5426422835147706,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,258,sympy__sympy-21847,False,True,True,709077,405839.2,1.747,1.2959600133645672,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,259,django__django-14580,False,True,True,759937,263881.8,2.88,1.4666895442764005,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,260,sympy__sympy-22714,False,False,False,1513961,381997,3.963,-0.5008078021487485,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,261,django__django-14752,False,True,True,546890,203236.2,2.691,2.0514314470921162,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,262,sympy__sympy-23534,False,True,True,1651100,1034766,1.596,-0.7994314283523697,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,263,django__django-14855,False,True,True,1576654,439992.8,3.583,2.222580538443071,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,264,sympy__sympy-24539,False,True,True,935869,323923.4,2.889,1.5204479766826091,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,265,django__django-14915,False,True,True,1189263,422617.2,2.814,1.467613587562073,5
m10,5GL4KxdashDdVd7twAGNoooPwTdkoxmcYKiEMiUBAQQaJKPh,266,sympy__sympy-24562,False,False,False,2565539,439505.4,5.837,-0.6720105079155039,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,217,django__django-10880,False,True,True,1126760,425759.8,2.646,1.4605757240581798,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,218,django__django-14999,False,False,True,1584982,472370.4,3.355,3.98803811631894,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,219,django__django-10914,False,True,True,1229179,499952.8,2.459,1.4578830465492887,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,220,django__django-15315,False,True,True,2228314,570884.8,3.903,1.6747291167108127,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,221,django__django-11119,False,True,True,885390,394118.4,2.247,1.398868846650462,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,222,django__django-15499,False,True,True,884630,483565.4,1.829,1.305292494334698,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,223,django__django-11133,False,True,True,1133375,343881.4,3.296,1.5459262895465085,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,224,django__django-15569,False,True,True,1827000,348315.6,5.245,1.7352707190233132,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,225,django__django-11239,False,True,False,432782,397408.2,1.089,-1.4716238072994792,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,226,django__django-15851,False,True,True,439968,372529.8,1.181,1.0930940410383556,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,227,django__django-11299,False,False,True,917488,1019032.8,0.9,1.6680226324365968,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,228,django__django-15863,True,True,True,574499,718696.4,0.799,-0.17307699541200372,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,229,django__django-11490,False,False,False,1021877,661966.8,1.544,0.012777897496314536,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,230,django__django-15930,False,False,False,713141,780072.2,0.914,0.7258109467460204,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,231,django__django-11555,False,False,False,2033013,536825.4,3.787,-0.5128838099724431,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,232,django__django-16100,False,True,True,664367,291466.6,2.279,0.47885141301572604,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,233,django__django-11603,False,True,True,782437,406136.4,1.927,1.8951273615736066,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,234,django__django-16139,True,True,True,542683,272671,1.99,0.2836902212071132,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,235,django__django-11951,False,True,True,1041765,325805.4,3.198,0.46975207279105524,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,236,django__django-16255,False,True,True,647943,291245,2.225,1.3672900693985457,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,237,django__django-12308,False,False,False,1797234,344980.4,5.21,0.2148622107714792,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,238,sympy__sympy-15017,False,True,True,1129225,403607.4,2.798,1.5219957603427718,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,239,django__django-12419,False,True,True,1493751,375189.2,3.981,2.866054962603056,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,240,sympy__sympy-15345,False,False,False,756373,374225.4,2.021,0.05100111977006359,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,241,django__django-13363,False,True,True,1122536,369207,3.04,2.752334631729961,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,242,sympy__sympy-15809,False,True,True,707107,352052,2.009,0.2443460068907271,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,243,django__django-13417,False,True,True,1358706,639547.4,2.124,-0.13091012121346218,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,244,sympy__sympy-15875,False,False,False,705372,284474.2,2.48,0.36038731007259833,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,245,django__django-13741,False,True,True,673863,391978.6,1.719,1.203098498539013,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,246,sympy__sympy-16450,False,True,True,1150220,457221.8,2.516,1.9033283989364622,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,247,django__django-13821,True,True,True,1344878,365365.8,3.681,1.6237123095689348,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,248,sympy__sympy-16766,False,True,True,1062450,487684.4,2.179,-0.0995173874541401,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,249,django__django-13933,False,True,True,1156016,433030.2,2.67,0.42464479927787097,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,250,sympy__sympy-17139,False,True,True,1230544,380102.2,3.237,2.767035600330599,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,251,django__django-14089,False,True,True,441256,401701.8,1.098,1.0472279383952465,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,252,sympy__sympy-17655,False,True,True,1091029,518530,2.104,1.3718385264391433,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,253,django__django-14373,True,True,True,479159,415919,1.152,1.0734646442943665,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,254,sympy__sympy-19637,True,True,True,532579,258754.6,2.058,0.2694971059717659,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,255,django__django-14493,False,True,True,603445,327029.8,1.845,0.5639980941780973,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,256,sympy__sympy-19954,False,True,True,2404963,401149.6,5.995,3.041537690386388,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,257,django__django-14539,False,False,False,2017063,492541,4.095,-0.49590032464212125,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,258,sympy__sympy-21847,False,True,True,709077,402945.6,1.76,1.3128633586224083,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,259,django__django-14580,False,True,True,759937,303278.6,2.506,1.3963034799789216,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,260,sympy__sympy-22714,False,False,True,1513961,396588.2,3.817,1.4871249789208985,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,261,django__django-14752,False,True,True,546890,185044.4,2.955,1.084080845826385,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,262,sympy__sympy-23534,False,True,True,1651100,941252.4,1.754,-0.8056747696686136,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,263,django__django-14855,False,True,True,1576654,617114.8,2.555,2.129656245977345,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,264,sympy__sympy-24539,False,True,True,935869,396389,2.361,1.4309858166514542,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,265,django__django-14915,False,True,True,1189263,346336,3.434,1.5674030864366189,5
m11,5F26J6aGytyLoCT9T4EXqj6BNwrTJEmLtF3XsAXE436SmtTE,266,sympy__sympy-24562,False,False,False,2565539,494506.2,5.188,-0.6779260828310446,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,217,django__django-10880,False,True,True,1126760,182523.4,6.173,0.6480412487874119,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,218,django__django-14999,False,False,True,1584982,592016,2.677,4.008413256137047,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,219,django__django-10914,False,True,True,1229179,181018.6,6.79,1.9093397147187372,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,220,django__django-15315,False,True,True,2228314,1584720,1.406,1.6586585161412963,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,221,django__django-11119,False,True,True,885390,218932.8,4.044,1.704063431056009,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,222,django__django-15499,False,True,True,884630,255011.4,3.469,1.6127897580288888,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,223,django__django-11133,False,True,True,1133375,175921,6.443,1.8064124915777438,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,224,django__django-15569,False,True,True,1827000,213368.25,8.563,0.7115730229111229,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,225,django__django-11239,False,True,True,432782,148636,2.912,1.711144095674286,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,226,django__django-15851,False,True,True,439968,128796.4,3.416,1.6431567832937168,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,227,django__django-11299,False,False,True,917488,209737.25,4.374,3.101427766749796,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,228,django__django-15863,True,True,True,574499,210152.25,2.734,-0.7448049517553824,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,229,django__django-11490,False,False,False,1021877,476226.8,2.146,0.06718022525838428,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,230,django__django-15930,False,False,False,713141,791480,0.901,0.9070298045207587,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,231,django__django-11555,False,False,True,2033013,430523.25,4.722,1.5198444751654356,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,232,django__django-16100,False,True,True,664367,247007.4,2.69,2.4605676658704545,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,233,django__django-11603,False,True,True,782437,156142.4,5.011,2.351392305850316,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,234,django__django-16139,True,True,True,542683,453836.4,1.196,1.3430758330283414,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,235,django__django-11951,False,True,True,1041765,190868.4,5.458,0.6866601680801354,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,236,django__django-16255,False,True,True,647943,158991.8,4.075,1.6698171776167352,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,237,django__django-12308,False,False,True,1797234,218049,8.242,2.178890293621859,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,238,sympy__sympy-15017,False,True,True,1129225,295267.5,3.824,-0.575814192164542,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,239,django__django-12419,False,True,True,1493751,134274.4,11.125,3.191343600669154,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,240,sympy__sympy-15345,False,False,False,756373,188805,4.006,0.09037371611359893,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,241,django__django-13363,False,True,True,1122536,156534.8,7.171,3.1120914164704443,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,242,sympy__sympy-15809,False,True,True,707107,345355.6,2.047,0.33511148258460055,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,243,django__django-13417,False,True,True,1358706,340401.4,3.991,2.2983660961246732,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,244,sympy__sympy-15875,False,False,True,705372,211984.2,3.327,2.348290798629762,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,245,django__django-13741,False,True,True,673863,199051.4,3.385,1.5560577527395012,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,246,sympy__sympy-16450,False,True,True,1150220,286520,4.014,2.140989525902879,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,247,django__django-13821,True,True,True,1344878,168258.2,7.993,1.9247673456044037,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,248,sympy__sympy-16766,False,True,True,1062450,562197.4,1.89,2.178526829076284,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,249,django__django-13933,False,True,True,1156016,262532.5,4.403,0.5697710979795861,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,250,sympy__sympy-17139,False,True,True,1230544,207603.4,5.927,0.892581121617409,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,251,django__django-14089,False,True,True,441256,180306.2,2.447,1.4363618395069195,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,252,sympy__sympy-17655,False,True,True,1091029,206195.5,5.291,-0.48513523311226747,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,253,django__django-14373,True,True,True,479159,183608.4,2.61,1.4890525948890658,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,254,sympy__sympy-19637,True,True,True,532579,307877.6,1.73,1.266250220138797,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,255,django__django-14493,False,True,False,603445,247582.75,2.437,-1.396687777102341,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,256,sympy__sympy-19954,False,True,True,2404963,236685.8,10.161,3.1612964941029214,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,257,django__django-14539,False,False,False,2017063,266684.25,7.563,-0.46888233722200284,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,258,sympy__sympy-21847,False,True,True,709077,208651.2,3.398,1.618237286604393,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,259,django__django-14580,False,True,True,759937,113803.4,6.678,1.7819972103095385,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,260,sympy__sympy-22714,False,False,True,1513961,282083,5.367,3.6018669826475938,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,261,django__django-14752,False,True,True,546890,161983.8,3.376,2.1500110542930053,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,262,sympy__sympy-23534,False,True,True,1651100,1047857.75,1.576,-0.6649528905163736,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,263,django__django-14855,False,True,True,1576654,186498.2,8.454,2.5531403844300713,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,264,sympy__sympy-24539,False,True,True,935869,171934.8,5.443,1.8263716784061732,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,265,django__django-14915,False,True,True,1189263,207257.8,5.738,1.7867460607877068,5
,5EkiFXSRAiUVDeDEZGLidLoEVh99ghTG6bdSNGcwhA6budgB,266,sympy__sympy-24562,False,False,False,2565539,241456.2,10.625,0.32999526735581125,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,217,django__django-10880,False,True,True,1126760,207974.4,5.418,1.7811454011232768,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,218,django__django-14999,False,False,True,1584982,491156.8,3.227,3.0390330905157312,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,219,django__django-10914,False,True,True,1229179,248170,4.953,1.792746277100004,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,220,django__django-15315,False,True,True,2228314,251474.6,8.861,1.9377409256616676,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,221,django__django-11119,False,True,True,885390,200340.4,4.419,0.6297519717804434,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,222,django__django-15499,False,True,True,884630,794910,1.113,1.3450334298022981,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,223,django__django-11133,False,True,True,1133375,219902.4,5.154,1.7314091357531922,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,224,django__django-15569,False,True,True,1827000,230200.6,7.937,1.8647495019576312,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,225,django__django-11239,False,True,True,432782,136476.4,3.171,2.708767703299924,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,226,django__django-15851,False,True,True,439968,144697.8,3.041,-0.6211953964268858,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,227,django__django-11299,False,False,True,917488,197770.2,4.639,4.108774430181354,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,228,django__django-15863,True,True,True,574499,194107,2.96,1.4857373132169829,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,229,django__django-11490,False,False,False,1021877,214752,4.758,0.0925093916300089,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,230,django__django-15930,False,False,False,713141,578930.4,1.232,0.02397628479865662,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,231,django__django-11555,False,False,True,2033013,400599.4,5.075,2.5836136522267648,5
,5E7hCCzjedynCsQbU2aEGrb59izS6GycKKux9gJjNVKbziYU,232,django__django-16100,False,True,True,664367,516281.4,1.287,2.359706758549788,5
